title,authors,date_published,date_updated,tags,url
How to use Okta claims with application entitlements for Amazon AppStream 2.0,,2022-01-07T20:09:01+00:00,2024-02-27T17:04:59+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/how-to-use-okta-claims-with-application-entitlements-for-amazon-appstream-2-0/
How to use SSM Run to perform programmatic actions on AppStream 2.0 image builders,,2020-01-06T19:17:42+00:00,2020-01-14T20:47:48+00:00,Advanced (300),https://aws.amazon.com/blogs/desktop-and-application-streaming/how-to-use-ssm-run-to-perform-programmatic-actions-on-appstream-2-0-image-builders/
How Verint Uses Amazon WorkSpaces Web to Securely Access Internal Resources,,2022-09-13T18:01:22+00:00,2024-03-22T19:05:11+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/how-verint-uses-amazon-workspaces-web-to-securely-access-internal-resources/
Identifying Amazon WorkSpaces clients in your environment that are approaching end of life (EOL),,2025-01-22T22:23:12+00:00,2025-04-29T16:33:28+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/identifying-amazon-workspaces-clients-in-your-environment-that-are-approaching-end-of-life-eol/
IGEL Disrupt 2023 München – Mit AWS End User Computing die moderne digitale Arbeitswelt ermöglichen,,2023-02-09T16:21:06+00:00,2023-02-14T03:10:55+00:00,*Post Types,https://aws.amazon.com/blogs/desktop-and-application-streaming/igel-disrupt-2023-munchen-mit-aws-end-user-computing-die-moderne-digitale-arbeitswelt-ermoglichen/
IGEL DISRUPT 2023 Munich – Accelerating innovation in cloud-based VDI,,2023-03-08T18:57:42+00:00,2023-03-08T19:00:02+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/igel-disrupt-2023-munich-accelerating-innovation-in-cloud-based-vdi/
IGEL Disrupt 2023 Munich – enabling the modern digital workforce with AWS End User Computing,,2023-02-08T19:45:11+00:00,2023-02-14T03:11:54+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/igel-disrupt-2023-munich-enabling-the-modern-digital-workforce-with-aws-end-user-computing/
IGEL Disrupt Nashville 2023 recap,,2023-05-04T19:00:57+00:00,2023-05-11T22:16:45+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/igel-disrupt-nashville-2023-recap/
Improve performance and security by blocking ads on Windows Amazon WorkSpaces,,2024-03-11T14:58:47+00:00,2024-09-16T13:36:56+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/improve-performance-and-security-by-blocking-ads-on-windows-amazon-workspaces/
Improve security and efficiency managing developer desktops with Amazon WorkSpaces,,2023-11-17T18:53:20+00:00,2023-11-17T18:53:20+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/improve-security-and-efficiency-managing-developer-desktops-with-amazon-workspaces/
Improving LDAP Security in AWS Directory Service with Amazon WorkSpaces,,2020-02-25T17:41:58+00:00,2020-02-25T17:41:58+00:00,,https://aws.amazon.com/blogs/desktop-and-application-streaming/improving-ldap-security-in-aws-directory-service-with-amazon-workspaces/
Improving the security of your web-based workloads with Amazon WorkSpaces Web,,2023-08-31T19:25:15+00:00,2023-11-01T21:31:22+00:00,Amazon WorkSpaces Secure Browser,https://aws.amazon.com/blogs/desktop-and-application-streaming/improving-the-security-of-your-web-based-workloads-with-amazon-workspaces-web/
Infor accelerates time to market by converting application to SaaS with Amazon AppStream 2.0,,2023-08-30T20:37:26+00:00,2023-11-01T21:31:45+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/infor-accelerates-time-to-market-by-converting-application-to-saas-with-amazon-appstream-2-0/
Integrating Dropbox for persistent user data storage in Amazon AppStream 2.0,,2021-05-11T19:29:55+00:00,2022-03-28T21:51:56+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/integrating-dropbox-for-persistent-user-data-storage-in-appstream-2-0/
Integrating FreeRADIUS MFA with Amazon WorkSpaces,,2020-09-24T18:16:02+00:00,2023-02-08T16:39:07+00:00,,https://aws.amazon.com/blogs/desktop-and-application-streaming/integrating-freeradius-mfa-with-amazon-workspaces/
Integrating Microsoft Azure MFA Server with Amazon WorkSpaces,,2019-04-29T00:51:15+00:00,2020-06-29T16:16:22+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/integrating-microsoft-azure-mfa-server-with-amazon-workspaces/
Integrating Okta MFA with Amazon WorkSpaces,,2019-04-02T17:53:20+00:00,2022-09-08T00:31:30+00:00,Advanced (300),https://aws.amazon.com/blogs/desktop-and-application-streaming/integrating-okta-mfa-with-amazon-workspaces/
Introducing an Improved BYOL Image Import Process for Amazon WorkSpaces,,2025-08-25T20:25:57+00:00,2025-08-25T20:25:57+00:00,Announcements,https://aws.amazon.com/blogs/desktop-and-application-streaming/introducing-an-improved-byol-image-import-process-for-amazon-workspaces/
Key considerations for single versus multi-session fleets on Amazon WorkSpaces Applications,,2024-07-02T14:46:36+00:00,2025-11-11T14:53:30+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/key-considerations-for-single-versus-multi-session-fleets-on-amazon-appstream-2-0/
Launching local applications from an Amazon WorkSpaces Applications streaming session,,2023-03-23T16:24:58+00:00,2025-11-11T17:08:23+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/launching-local-applications-from-an-amazon-appstream-2-0-streaming-session/
Learn how Vanguard built a secure sandbox system with AppStream 2.0 and AWS,,2018-06-22T19:59:40+00:00,2023-01-03T23:19:05+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/learn-how-vanguard-built-a-secure-sandbox-system-with-appstream-2-0-and-aws/
Learn more about managing Ubuntu Amazon WorkSpaces with Landscape,,2024-10-04T15:14:36+00:00,2024-10-04T15:14:36+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/learn-more-about-managing-ubuntu-amazon-workspaces-with-landscape/
Leostream announces support for Amazon WorkSpaces Core,,2023-05-11T22:13:46+00:00,2023-06-19T21:01:54+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/leostream-announces-support-for-amazon-workspaces-core/
Level Up Your End User Computing Skills: AWS Digital Course to Badge Success,,2026-01-22T19:43:42+00:00,2026-01-22T19:43:42+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/level-up-your-end-user-computing-skills-aws-digital-course-to-badge-success/
Limit access to stream Amazon AppStream 2.0 applications to your IP ranges,,2019-04-11T20:42:20+00:00,2021-01-29T20:04:30+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/limit-access-to-stream-amazon-appstream-2-0-applications-to-your-ip-ranges/
Manage Amazon WorkSpaces lifecycle automatically with users in Active Directory,,2020-09-09T15:55:14+00:00,2020-09-09T15:56:35+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/manage-amazon-workspaces-lifecycle-automatically-with-users-in-active-directory/
Manage Amazon WorkSpaces with Omnissa Workspace ONE UEM,,2023-01-27T18:44:38+00:00,2024-12-16T16:10:09+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/manage-amazon-workspaces-with-vmware-workspace-one-uem/
Manage Aurora databases using an AppStream 2.0 Elastic fleet,,2023-07-13T17:11:46+00:00,2023-08-25T20:32:42+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/manage-aurora-databases-using-an-appstream-2-0-elastic-fleet/
Managing Amazon Linux 2 Amazon WorkSpaces with AWS OpsWorks for Puppet Enterprise,,2019-07-23T23:06:06+00:00,2023-07-20T15:55:11+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/managing-amazon-linux-2-amazon-workspaces-with-aws-opsworks-for-puppet-enterprise/
Managing Amazon WorkSpaces by integrating AWS Service Catalog with ServiceNow,,2019-09-06T16:27:08+00:00,2019-09-06T16:27:53+00:00,Advanced (300),https://aws.amazon.com/blogs/desktop-and-application-streaming/managing-amazon-workspaces-by-integrating-aws-service-catalog-with-servicenow/
Managing computer labs on Amazon AppStream 2.0 with Open Source Virtual Application Management,,2022-11-08T18:34:32+00:00,2024-09-16T13:37:51+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/managing-computer-labs-on-amazon-appstream-2-0-with-open-source-virtual-application-management/
Methods of allocating your AppStream 2.0 costs to your business units,,2020-06-22T18:31:55+00:00,2020-06-22T18:32:14+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/methods-of-allocating-your-appstream-2-0-costs-to-your-business-units/
Microsoft Teams optimization for Amazon WorkSpaces is now in Public Preview,,2025-09-03T14:49:47+00:00,2025-09-03T14:49:47+00:00,Amazon DCV,https://aws.amazon.com/blogs/desktop-and-application-streaming/microsoft-teams-optimization-for-amazon-workspaces-is-now-in-public-preview/
Migrate your Windows desktop applications to WorkSpaces and AppStream 2.0 using Cloudhouse Containers,,2019-10-29T00:07:50+00:00,2019-10-29T00:07:50+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/migrate-your-windows-desktop-applications-to-workspaces-and-appstream-2-0-using-cloudhouse-containers/
Migrating Amazon WorkSpaces services from Microsoft Office included bundles to Microsoft 365,,2023-08-08T11:58:07+00:00,2023-12-11T19:42:57+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/migrating-amazon-workspaces-services-from-microsoft-office-included-bundles-to-microsoft-365/
Migrating an on-premises VDI solution to AWS using Amazon WorkSpaces Core,,2023-09-06T21:07:48+00:00,2023-09-06T21:07:48+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/migrating-an-on-premises-vdi-solution-to-aws-using-amazon-workspaces-core/
Monitor and automate AWS End User Computing (EUC) with AWS Chatbot,,2023-09-04T10:29:04+00:00,2023-09-05T20:30:04+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/monitor-and-automate-aws-end-user-computingeuc-with-aws-chatbot/
Monitoring Amazon AppStream 2.0 with Amazon OpenSearch Service and Amazon Kinesis Data Firehose,,2020-01-15T16:17:50+00:00,2021-09-23T17:51:23+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/monitoring-amazon-appstream-2-0-with-amazon-es-and-amazon-kinesis-data-firehose/
Navigating the Windows 10 to 11 Migration for Amazon WorkSpaces Personal,,2025-03-05T01:01:21+00:00,2025-03-05T01:01:21+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/navigating-the-windows-10-to-11-migration-for-amazon-workspaces-personal/
Neo Financial achieves Zero Trust goals and meets compliance requirements with Amazon WorkSpaces Web,,2023-05-18T21:58:40+00:00,2023-05-18T21:58:40+00:00,Announcements,https://aws.amazon.com/blogs/desktop-and-application-streaming/neo-financial-achieves-zero-trust-goals-and-meets-compliance-requirements-with-amazon-workspaces-web/
Network Coverage delivers secure operations by utilizing Amazon End User Computing services,,2023-05-22T21:12:20+00:00,2023-05-22T21:13:24+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/network-coverage-delivers-secure-operations-by-utilizing-amazon-end-user-computing-services/
"Network Separation and Data Sanitization using Amazon WorkSpaces, Amazon AppStream 2.0, and Amazon Macie",,2020-07-10T20:53:12+00:00,2021-01-16T05:26:40+00:00,Advanced (300),https://aws.amazon.com/blogs/desktop-and-application-streaming/network-separation-and-data-sanitization-using-amazon-workspaces-amazon-appstream-2-0-and-amazon-macie/
New Amazon WorkSpaces features drive customer choice and flexibility,,2022-09-29T17:47:15+00:00,2022-10-26T21:14:32+00:00,*Post Types,https://aws.amazon.com/blogs/desktop-and-application-streaming/new-amazon-workspaces-features-drive-customer-choice-and-flexibility/
New features enhance Amazon WorkSpaces Family performance & productivity,,2022-11-18T00:04:34+00:00,2022-11-18T15:45:45+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/new-features-enhance-amazon-workspaces-family-performance-productivity/
New offers to enable work from home from Amazon WorkSpaces and Amazon WorkDocs,,2020-03-18T09:40:21+00:00,2020-05-21T17:13:57+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/new-offers-to-enable-work-from-home-from-amazon-workspaces-and-amazon-workdocs/
New Omnissa Horizon 8 features supported by Amazon WorkSpaces Core,,2024-08-26T20:57:11+00:00,2024-08-26T21:04:26+00:00,Amazon WorkSpaces Core,https://aws.amazon.com/blogs/desktop-and-application-streaming/new-omnissa-horizon-8-features-supported-by-amazon-workspaces-core/
New – Use your own TLS certificates with Amazon WorkLink,,2019-04-17T19:37:11+00:00,2021-01-16T05:27:12+00:00,Amazon WorkLink,https://aws.amazon.com/blogs/desktop-and-application-streaming/new-use-your-own-tls-certificates-with-amazon-worklink/
Next-level SaaS security with Amazon WorkSpaces Web,,2023-11-02T17:20:48+00:00,2023-11-02T17:20:48+00:00,Customer Enablement,https://aws.amazon.com/blogs/desktop-and-application-streaming/next-level-saas-security-with-amazon-workspaces-web/
OneLogin SSO with Amazon WorkSpaces Applications,,2021-10-12T16:21:50+00:00,2025-12-10T18:33:33+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/onelogin-sso-with-amazon-appstream-2-0/
Optimize Amazon WorkSpaces applications fleet capacity with the Scaling Optimizer Tool,,2025-11-13T19:24:33+00:00,2025-11-13T19:24:33+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-amazon-workspaces-applications-fleet-capacity-with-the-scaling-optimizer-tool/
Optimize Amazon WorkSpaces performance with the EUC Metrics Portal,,2023-11-13T16:51:14+00:00,2023-11-13T16:51:14+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-amazon-workspaces-performance-with-the-euc-metrics-portal/
Optimize Amazon WorkSpaces Personal Performance with Amazon CloudWatch,,2024-10-11T20:04:46+00:00,2024-10-18T14:41:56+00:00,Amazon CloudWatch,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-amazon-workspaces-personal-performance-with-amazon-cloudwatch/
Optimize application streaming costs with Amazon AppStream 2.0,,2023-11-03T17:38:38+00:00,2023-11-07T19:18:15+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-application-streaming-costs-with-amazon-appstream-2-0/
Optimize costs and security with Amazon WorkSpaces Family services,,2024-11-05T18:59:25+00:00,2024-11-05T18:59:25+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-costs-and-security-with-amazon-workspaces-family-services/
Optimize end user experience for Zoom® on Amazon AppStream 2.0,,2023-12-22T19:44:27+00:00,2023-12-22T19:44:27+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-end-user-experience-for-zoom-on-amazon-appstream-2-0/
Optimize NICE DCV session latency with AWS Local Zones,,2023-02-13T23:09:36+00:00,2023-02-13T23:22:49+00:00,Desktop & Application Streaming,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-nice-dcv-session-latency-with-aws-local-zones/
Optimize user experience in Amazon WorkSpaces across AWS Regions,,2024-06-12T17:31:51+00:00,2024-06-12T19:51:50+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-user-experience-in-amazon-workspaces-across-aws-regions/
Optimize User Experience with latency-based routing for Amazon AppStream 2.0,,2021-10-18T15:47:04+00:00,2021-10-19T20:46:50+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-user-experience-with-latency-based-routing-for-amazon-appstream-2-0/
Optimize your Amazon Connect call audio path with Amazon AppStream 2.0,,2021-09-10T17:34:10+00:00,2021-09-10T17:38:43+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimize-your-amazon-connect-call-audio-path-with-amazon-appstream-2-0/
Optimizing costs using Amazon AppStream 2.0 fleet options,,2023-11-06T17:06:49+00:00,2023-11-17T20:57:37+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/optimizing-costs-using-amazon-appstream-2-0-fleet-options/
Overspending on laptops? Introducing Amazon WorkSpaces Thin Client,,2023-11-27T02:34:19+00:00,2023-11-27T02:34:20+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/overspending-on-laptops-introducing-amazon-workspaces-thin-client/
Providing hands-on technical experience at Parkway Schools with AppStream 2.0,,2023-07-25T15:02:02+00:00,2023-07-25T15:03:24+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/parkway-schools/
Performance enhancements to Amazon WorkSpaces Streaming Protocol (WSP),,2022-11-18T00:07:57+00:00,2025-09-22T21:10:43+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/performance-enhancements-to-amazon-workspaces-streaming-protocol-wsp/
Persistent storage for Amazon AppStream 2.0 Linux Fleets on Amazon Elastic File System,,2023-10-23T16:31:18+00:00,2023-11-06T17:12:30+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/persistent-storage-for-amazon-appstream-2-0-linux-fleets-on-amazon-elastic-file-system/
Migrating to Microsoft 365 Apps for enterprise at scale on Amazon WorkSpaces,,2023-11-20T17:41:11+00:00,2024-02-17T00:39:55+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/preparing-to-migrate-to-microsoft-365-apps-at-scale-on-amazon-workspaces/
Redirect an Okta SAML app to the Amazon WorkSpaces Applications native client,,2022-07-13T19:40:33+00:00,2025-11-12T14:24:31+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/redirect-an-okta-saml-app-to-the-amazon-appstream-2-0-native-client/
Reimagining End User Computing,,2021-01-21T17:24:00+00:00,2023-01-03T23:19:01+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/reimagining-end-user-computing/
SAML 2.0 and certificate-based authentication now available with Amazon WorkSpaces,,2022-11-18T18:46:22+00:00,2024-09-16T13:38:04+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/saml-2-0-and-certificate-based-authentication-now-available-with-amazon-workspaces/
Scale your Amazon AppStream 2.0 fleets,,2018-11-12T21:03:01+00:00,2023-09-22T03:48:40+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/scale-your-amazon-appstream-2-0-fleets/
Scheduling managed image updates for AppStream 2.0,,2021-04-30T00:00:27+00:00,2022-11-16T16:10:33+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/scheduling-managed-image-updates-for-appstream-2-0/
Screening Eagle: Optimize CI/CD and end user experience in Amazon AppStream 2.0,,2022-06-01T16:44:50+00:00,2023-12-18T17:01:22+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/screening-eagle-optimize-ci-cd-and-end-user-experience-in-amazon-appstream-2-0/
Seamless Active Directory domain logon architecture with Amazon AppStream 2.0,,2022-11-01T18:28:06+00:00,2022-11-01T18:28:06+00:00,Announcements,https://aws.amazon.com/blogs/desktop-and-application-streaming/seamless-active-directory-domain-logon-architecture-with-amazon-appstream-2-0/
Seamless and secure end-user computing at Intuit with Amazon WorkSpaces,,2023-11-26T14:52:07+00:00,2023-12-20T18:20:14+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/seamless-and-secure-end-user-computing-at-intuit-with-amazon-workspaces/
Convert existing Amazon WorkSpaces to the WorkSpaces Streaming Protocol without a rebuild,,2023-01-18T17:02:04+00:00,2023-01-18T17:02:04+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/seamlessly-modify-existing-amazon-workspaces-to-use-the-workspaces-streaming-protocol/
Secure access to Amazon QuickSight with Amazon WorkSpaces Secure Browser,,2024-07-08T14:10:10+00:00,2024-07-11T16:58:30+00:00,Amazon QuickSight,https://aws.amazon.com/blogs/desktop-and-application-streaming/secure-access-to-amazon-quicksight-with-amazon-workspaces-secure-browser/
Secure browser access with Amazon WorkSpaces Web,,2023-09-13T19:17:57+00:00,2023-09-13T19:18:25+00:00,Amazon WorkSpaces Secure Browser,https://aws.amazon.com/blogs/desktop-and-application-streaming/secure-browser-access-with-amazon-workspaces-web/
Secure demo environment at Global Valuation with Amazon AppStream 2.0 and Amazon EC2,,2022-12-09T18:52:46+00:00,2022-12-09T18:52:46+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/secure-demo-environment-at-global-valuation-with-amazon-appstream-2-0-and-amazon-ec2/
Secure workloads with Amazon WorkSpaces Core,,2023-07-03T18:00:36+00:00,2023-08-25T20:32:59+00:00,Desktop & Application Streaming,https://aws.amazon.com/blogs/desktop-and-application-streaming/secure-workloads-with-amazon-workspaces-core/
Securely connect users to AWS with the Leostream Platform and NICE DCV,,2023-03-20T15:46:18+00:00,2023-04-18T14:43:08+00:00,Desktop & Application Streaming,https://aws.amazon.com/blogs/desktop-and-application-streaming/securely-connect-users-to-aws-with-the-leostream-platform-and-nice-dcv/
Securely stream AWS workloads to your remote workers,,2023-11-14T19:29:40+00:00,2023-11-14T19:35:38+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/securely-stream-aws-workloads-to-your-remote-workers/
Securing the Edge: AWS and IGEL Unite at Now and Next 2025,,2025-03-24T21:14:54+00:00,2025-03-25T16:22:50+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/securing-the-edge-aws-and-igel-unite-at-now-and-next-2025/
Selecting the right AWS End User Computing service for your needs,,2023-09-07T19:02:49+00:00,2023-09-07T19:02:49+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/selecting-the-right-aws-end-user-computing-service-for-your-needs/
Set up multi-factor authentication with OneLogin for Amazon WorkSpaces,,2021-08-27T00:01:07+00:00,2022-02-16T17:08:55+00:00,Customer Solutions,https://aws.amazon.com/blogs/desktop-and-application-streaming/set-up-multi-factor-authentication-with-onelogin-for-amazon-workspaces/
Setting up Google Workspace SAML 2.0 federation with Amazon AppStream 2.0,,2020-05-29T23:38:36+00:00,2022-08-17T19:51:17+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/setting-up-g-suite-saml-2-0-federation-with-amazon-appstream-2-0/
Simplify and secure your SAP GUI deployments with M365 integration on Amazon WorkSpaces Pools,,2024-09-30T13:53:04+00:00,2024-09-30T21:53:08+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplify-and-secure-your-sap-gui-deployments-with-m365-integration-on-amazon-workspaces-pools/
Simplify Amazon AppStream 2.0 image management with Application Masking,,2021-02-16T17:46:23+00:00,2021-02-16T17:46:23+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplify-appstream-2-0-image-management-with-application-masking/
Simplify certificate-based authentication for WorkSpaces with AWS Private CA Connector for Active Directory,,2024-09-11T13:00:20+00:00,2025-12-17T20:19:22+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplify-certificate-based-authentication-for-appstream-2-0-and-workspaces-with-aws-private-ca-connector-for-active-directory/
Simplify Device Redirection in Amazon WorkSpaces Personal and Amazon AppStream 2.0 Using FabulaTech Software,,2025-07-17T15:19:02+00:00,2025-07-17T15:19:02+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplify-device-redirection-on-amazon-workspaces-personal-and-amazon-appstream-using-fabulatech/
"Simplifying Amazon WorkSpaces access with JumpCloud Go: a secure, passwordless approach",,2024-02-19T16:03:04+00:00,2024-02-22T17:47:34+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplifying-amazon-workspaces-access-with-jumpcloud-go-a-secure-passwordless-approach/
Solving common Amazon WorkSpaces connection issues to on-premises setups,,2020-08-18T16:26:16+00:00,2020-08-18T16:26:16+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/solving-common-amazon-workspaces-connection-issues-to-on-premises-setups/
Streaming ArcGIS Pro from Amazon AppStream 2.0,,2019-02-20T23:17:08+00:00,2019-02-25T16:04:08+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/steaming-arcgis-pro-from-amazon-appstream-2-0/
Storing AppStream 2.0 Windows Event logs in S3 with IAM roles and Windows Task Scheduler,,2020-02-05T21:36:39+00:00,2020-02-05T21:36:39+00:00,End User Computing,https://aws.amazon.com/blogs/desktop-and-application-streaming/storing-appstream-2-0-windows-event-logs-with-iam-roles-and-windows-task-scheduler/
Strategies for enabling any application in a virtual desktop environment,,2023-09-08T17:53:23+00:00,2023-09-08T17:53:23+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/strategies-for-enabling-any-application-in-a-virtual-desktop-environment/
Stream applications at a lower cost with Amazon AppStream 2.0 Elastic fleets and Linux compatibility,,2021-11-19T22:52:34+00:00,2021-11-19T22:52:34+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/stream-applications-at-a-lower-cost-with-amazon-appstream-2-0-elastic-fleets-and-linux-compatibility/
Stream PTC Creo CAD Application on Amazon AppStream 2.0 in 6 Easy Steps,,2021-02-23T17:58:51+00:00,2021-02-24T16:39:37+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/stream-ptc-creo-cad-application-on-amazon-appstream-2-0-in-6-easy-steps/
Stream your FlexApps with your Amazon AppStream 2.0 environment,,2019-05-15T22:54:56+00:00,2019-05-16T15:32:17+00:00,,https://aws.amazon.com/blogs/desktop-and-application-streaming/stream-your-flexapps-with-your-amazon-appstream-2-0-environment/
Streaming from interface VPC endpoints for Regulated environments with Amazon WorkSpaces applications,,2023-03-07T16:42:07+00:00,2025-11-11T19:44:22+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/streaming-from-vpc-endpoints-with-appstream-2-0/
Streamline application onboarding with applications manager for Amazon WorkSpaces Applications,,2023-06-29T22:23:11+00:00,2025-11-11T17:12:17+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/streamline-application-onboarding-with-applications-manager-for-amazon-appstream-2-0/
Streamline automation and management of the Amazon WorkSpaces Family,,2024-10-18T16:27:50+00:00,2024-10-18T16:36:18+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/streamline-automation-and-management-of-the-amazon-workspaces-family/
Streamlining migration of virtual desktop infrastructure to AWS End User Computing,,2023-11-24T18:05:14+00:00,2023-11-24T23:20:06+00:00,Announcements,https://aws.amazon.com/blogs/desktop-and-application-streaming/streamlining-migration-of-virtual-desktop-infrastructure-to-aws-end-user-computing/
Streamlining VDI migration to AWS with Amazon WorkSpaces Core,,2023-09-12T22:16:52+00:00,2023-09-13T19:03:34+00:00,Amazon WorkSpaces Core,https://aws.amazon.com/blogs/desktop-and-application-streaming/streamlining-vdi-migration-to-aws-with-amazon-workspaces-core/
